Attributed Touch Type,Attributed Touch Time,Install Time,Event Time,Event Name,Event Value,Event Revenue,Event Revenue Currency,Event Revenue USD,Cost Model,Cost Value,Cost Currency,Event Source,Partner,Media Source,Channel,Campaign,Campaign ID,Adset,Adset ID,Ad,Ad ID,Ad Type,Site ID,Region,Country Code,State,City,Postal Code,DMA,IP,Operator,Carrier,Language,AppsFlyer ID,Customer User ID,Android ID,Advertising ID,IMEI,IDFA,IDFV,Device Category,Platform,OS Version,App Version,SDK Version,App ID,App Name,Is Retargeting,Retargeting Conversion Type,Is Primary Attribution,Attribution Lookback,Reengagement Window,Match Type,User Agent,HTTP Referrer,Original URL,Device Model
,,2024-11-23 13:19:02,2024-12-11 23:20:57,app_ad_interstitial_impression,"{""country_code"":""null"",""impression_id"":""668f4ebf-b268-4bf6-9b0f-f9e71dc7e490"",""precision"":""3"",""format"":""inter"",""currency"":""USD"",""source"":""AdMob"",""value"":""0.002917"",""unit_id"":""ca-app-pub-6560243855553100\/9297691233""}",,USD,,,,,SDK,,,,,,,,,,,,EU,UA,05,Vinnytsia,21029,None,178.74.254.97,,,русский,1732367941977-6719527592775734166,89178081-8b01-4dd5-a714-f399515f126e,,00000000-0000-0000-0000-000000000000,,,,unknown_device_category,android,14,3.4.0,v6.12.4,com.binibambini.drawingforgirls,Drawing for Girls GP,false,,true,,,,Dalvik/2.1.0 (Linux; U; Android 14; 2405CRPFDG Build/UKQ1.240116.001),,,Redmi::2405CRPFDG
,,2024-11-23 13:19:02,2024-12-11 23:19:01,app_ad_interstitial_impression,"{""country_code"":""null"",""impression_id"":""a6c31f56-9bdf-4694-b7ec-49723be8b387"",""precision"":""3"",""format"":""inter"",""currency"":""USD"",""source"":""AdMob"",""value"":""0.002956"",""unit_id"":""ca-app-pub-6560243855553100\/9297691233""}",,USD,,,,,SDK,,,,,,,,,,,,EU,UA,05,Vinnytsia,21029,None,178.74.254.97,,,русский,1732367941977-6719527592775734166,89178081-8b01-4dd5-a714-f399515f126e,,00000000-0000-0000-0000-000000000000,,,,unknown_device_category,android,14,3.4.0,v6.12.4,com.binibambini.drawingforgirls,Drawing for Girls GP,false,,true,,,,Dalvik/2.1.0 (Linux; U; Android 14; 2405CRPFDG Build/UKQ1.240116.001),,,Redmi::2405CRPFDG
,,2024-11-23 13:19:02,2024-12-11 23:16:52,app_ad_interstitial_impression,"{""country_code"":""null"",""impression_id"":""f6fe876f-19de-4b1c-997d-cd44426d8216"",""precision"":""3"",""format"":""inter"",""currency"":""USD"",""source"":""AdMob"",""value"":""0.002853"",""unit_id"":""ca-app-pub-6560243855553100\/9297691233""}",,USD,,,,,SDK,,,,,,,,,,,,EU,UA,05,Vinnytsia,21029,None,178.74.254.97,,,русский,1732367941977-6719527592775734166,89178081-8b01-4dd5-a714-f399515f126e,,00000000-0000-0000-0000-000000000000,,,,unknown_device_category,android,14,3.4.0,v6.12.4,com.binibambini.drawingforgirls,Drawing for Girls GP,false,,true,,,,Dalvik/2.1.0 (Linux; U; Android 14; 2405CRPFDG Build/UKQ1.240116.001),,,Redmi::2405CRPFDG
,,2024-11-23 13:19:02,2024-12-11 23:14:38,app_ad_interstitial_impression,"{""country_code"":""null"",""impression_id"":""6eef05b2-e5e3-4acd-96a5-19d0ad1e3d92"",""precision"":""3"",""format"":""inter"",""currency"":""USD"",""source"":""AdMob"",""value"":""0.002942"",""unit_id"":""ca-app-pub-6560243855553100\/9297691233""}",,USD,,,,,SDK,,,,,,,,,,,,EU,UA,05,Vinnytsia,21029,None,178.74.254.97,,,русский,1732367941977-6719527592775734166,89178081-8b01-4dd5-a714-f399515f126e,,00000000-0000-0000-0000-000000000000,,,,unknown_device_category,android,14,3.4.0,v6.12.4,com.binibambini.drawingforgirls,Drawing for Girls GP,false,,true,,,,Dalvik/2.1.0 (Linux; U; Android 14; 2405CRPFDG Build/UKQ1.240116.001),,,Redmi::2405CRPFDG
,,2024-11-23 13:19:02,2024-12-11 23:12:22,app_ad_interstitial_impression,"{""country_code"":""null"",""impression_id"":""31ec9f99-3689-427b-8d18-0e1381422c3d"",""precision"":""3"",""format"":""inter"",""currency"":""USD"",""source"":""AdMob"",""value"":""0.002892"",""unit_id"":""ca-app-pub-6560243855553100\/9297691233""}",,USD,,,,,SDK,,,,,,,,,,,,EU,UA,05,Vinnytsia,21029,None,178.74.254.97,,,русский,1732367941977-6719527592775734166,89178081-8b01-4dd5-a714-f399515f126e,,00000000-0000-0000-0000-000000000000,,,,unknown_device_category,android,14,3.4.0,v6.12.4,com.binibambini.drawingforgirls,Drawing for Girls GP,false,,true,,,,Dalvik/2.1.0 (Linux; U; Android 14; 2405CRPFDG Build/UKQ1.240116.001),,,Redmi::2405CRPFDG
,,2024-11-23 13:19:02,2024-12-11 23:10:20,app_ad_interstitial_impression,"{""country_code"":""null"",""impression_id"":""f97fdb39-7769-4509-85aa-b6d56a1d1c94"",""precision"":""3"",""format"":""inter"",""currency"":""USD"",""source"":""AdMob"",""value"":""0.002937"",""unit_id"":""ca-app-pub-6560243855553100\/9297691233""}",,USD,,,,,SDK,,,,,,,,,,,,EU,UA,05,Vinnytsia,21029,None,178.74.254.97,,,русский,1732367941977-6719527592775734166,89178081-8b01-4dd5-a714-f399515f126e,,00000000-0000-0000-0000-000000000000,,,,unknown_device_category,android,14,3.4.0,v6.12.4,com.binibambini.drawingforgirls,Drawing for Girls GP,false,,true,,,,Dalvik/2.1.0 (Linux; U; Android 14; 2405CRPFDG Build/UKQ1.240116.001),,,Redmi::2405CRPFDG
,,2024-11-23 13:19:02,2024-12-11 23:08:40,app_ad_interstitial_impression,"{""country_code"":""null"",""impression_id"":""b3573ef7-0944-4286-a2c6-b469f484fc68"",""precision"":""3"",""format"":""inter"",""currency"":""USD"",""source"":""AdMob"",""value"":""0.002975"",""unit_id"":""ca-app-pub-6560243855553100\/9297691233""}",,USD,,,,,SDK,,,,,,,,,,,,EU,UA,05,Vinnytsia,21029,None,178.74.254.97,,,русский,1732367941977-6719527592775734166,89178081-8b01-4dd5-a714-f399515f126e,,00000000-0000-0000-0000-000000000000,,,,unknown_device_category,android,14,3.4.0,v6.12.4,com.binibambini.drawingforgirls,Drawing for Girls GP,false,,true,,,,Dalvik/2.1.0 (Linux; U; Android 14; 2405CRPFDG Build/UKQ1.240116.001),,,Redmi::2405CRPFDG
,,2024-11-23 13:19:02,2024-12-11 23:06:38,app_ad_interstitial_impression,"{""country_code"":""null"",""impression_id"":""b773fc5d-72d0-4b75-abea-1f90f8966cbf"",""precision"":""3"",""format"":""inter"",""currency"":""USD"",""source"":""AdMob"",""value"":""0.00296"",""unit_id"":""ca-app-pub-6560243855553100\/9297691233""}",,USD,,,,,SDK,,,,,,,,,,,,EU,UA,05,Vinnytsia,21029,None,178.74.254.97,,,русский,1732367941977-6719527592775734166,89178081-8b01-4dd5-a714-f399515f126e,,00000000-0000-0000-0000-000000000000,,,,unknown_device_category,android,14,3.4.0,v6.12.4,com.binibambini.drawingforgirls,Drawing for Girls GP,false,,true,,,,Dalvik/2.1.0 (Linux; U; Android 14; 2405CRPFDG Build/UKQ1.240116.001),,,Redmi::2405CRPFDG
,,2024-11-23 13:19:02,2024-12-11 23:06:24,app_ad_interstitial_impression,"{""country_code"":""null"",""impression_id"":""1766e2d9-8217-4dfc-9aeb-ca281f537fd0"",""precision"":""3"",""format"":""inter"",""currency"":""USD"",""source"":""AdMob"",""value"":""0.005868"",""unit_id"":""ca-app-pub-6560243855553100\/9297691233""}",,USD,,,,,SDK,,,,,,,,,,,,EU,UA,05,Vinnytsia,21029,None,178.74.254.97,,,русский,1732367941977-6719527592775734166,89178081-8b01-4dd5-a714-f399515f126e,,00000000-0000-0000-0000-000000000000,,,,unknown_device_category,android,14,3.4.0,v6.12.4,com.binibambini.drawingforgirls,Drawing for Girls GP,false,,true,,,,Dalvik/2.1.0 (Linux; U; Android 14; 2405CRPFDG Build/UKQ1.240116.001),,,Redmi::2405CRPFDG
,,2024-11-23 13:19:02,2024-12-11 23:05:38,app_ad_banner_impression,"{""country_code"":""null"",""impression_id"":""7815631b-aae6-49fc-9678-a7a38441a774"",""precision"":""3"",""format"":""banner"",""currency"":""USD"",""source"":""AdMob"",""value"":""0.001244"",""unit_id"":""ca-app-pub-6560243855553100\/6439899818""}",,USD,,,,,SDK,,,,,,,,,,,,EU,UA,05,Vinnytsia,21029,None,178.74.254.97,,,русский,1732367941977-6719527592775734166,89178081-8b01-4dd5-a714-f399515f126e,,00000000-0000-0000-0000-000000000000,,,,unknown_device_category,android,14,3.4.0,v6.12.4,com.binibambini.drawingforgirls,Drawing for Girls GP,false,,true,,,,Dalvik/2.1.0 (Linux; U; Android 14; 2405CRPFDG Build/UKQ1.240116.001),,,Redmi::2405CRPFDG
,,2024-11-23 13:19:02,2024-12-11 23:04:36,app_ad_banner_impression,"{""country_code"":""null"",""impression_id"":""51c9e458-1d04-4caf-aecf-6e8c13ab04b1"",""precision"":""3"",""format"":""banner"",""currency"":""USD"",""source"":""AdMob"",""value"":""0.003196"",""unit_id"":""ca-app-pub-6560243855553100\/6439899818""}",,USD,,,,,SDK,,,,,,,,,,,,EU,UA,05,Vinnytsia,21029,None,178.74.254.97,,,русский,1732367941977-6719527592775734166,89178081-8b01-4dd5-a714-f399515f126e,,00000000-0000-0000-0000-000000000000,,,,unknown_device_category,android,14,3.4.0,v6.12.4,com.binibambini.drawingforgirls,Drawing for Girls GP,false,,true,,,,Dalvik/2.1.0 (Linux; U; Android 14; 2405CRPFDG Build/UKQ1.240116.001),,,Redmi::2405CRPFDG
,,2024-11-23 13:19:02,2024-12-11 23:03:36,app_ad_banner_impression,"{""country_code"":""null"",""precision"":""3"",""format"":""banner"",""currency"":""USD"",""source"":""AdMob"",""value"":""0.002704"",""unit_id"":""ca-app-pub-6560243855553100\/6439899818""}",,USD,,,,,SDK,,,,,,,,,,,,EU,UA,05,Vinnytsia,21029,None,178.74.254.97,,,русский,1732367941977-6719527592775734166,89178081-8b01-4dd5-a714-f399515f126e,,00000000-0000-0000-0000-000000000000,,,,unknown_device_category,android,14,3.4.0,v6.12.4,com.binibambini.drawingforgirls,Drawing for Girls GP,false,,true,,,,Dalvik/2.1.0 (Linux; U; Android 14; 2405CRPFDG Build/UKQ1.240116.001),,,Redmi::2405CRPFDG
,,2024-11-14 23:20:31,2024-12-11 22:46:48,app_ad_interstitial_impression,"{""country_code"":""null"",""impression_id"":""c2695bef-7154-4043-89a9-fc256f3dcd2d"",""precision"":""3"",""format"":""inter"",""currency"":""USD"",""source"":""AdMob"",""value"":""0.00278"",""unit_id"":""ca-app-pub-6560243855553100\/9297691233""}",,USD,,,,,SDK,,,,,,,,,,,,EU,UA,12,Dnipro,49057,None,46.219.135.95,,,русский,1731626429289-263082456695547328,a2db2d8b-29a5-4e67-9cfe-bc4a5316d74e,,00000000-0000-0000-0000-000000000000,,,,mobile_phone,android,11,3.4.2,v6.12.4,com.binibambini.drawingforgirls,Drawing for Girls GP,false,,true,,,,Dalvik/2.1.0 (Linux; U; Android 11; M2006C3LG Build/RP1A.200720.011),,,Redmi::M2006C3LG
,,2024-11-14 23:20:31,2024-12-11 22:44:54,app_ad_interstitial_impression,"{""country_code"":""null"",""impression_id"":""78151fdd-e2fc-4a87-a6e2-bb108f311384"",""precision"":""3"",""format"":""inter"",""currency"":""USD"",""source"":""AdMob"",""value"":""0.0028"",""unit_id"":""ca-app-pub-6560243855553100\/9297691233""}",,USD,,,,,SDK,,,,,,,,,,,,EU,UA,12,Dnipro,49057,None,46.219.135.95,,,русский,1731626429289-263082456695547328,a2db2d8b-29a5-4e67-9cfe-bc4a5316d74e,,00000000-0000-0000-0000-000000000000,,,,mobile_phone,android,11,3.4.2,v6.12.4,com.binibambini.drawingforgirls,Drawing for Girls GP,false,,true,,,,Dalvik/2.1.0 (Linux; U; Android 11; M2006C3LG Build/RP1A.200720.011),,,Redmi::M2006C3LG
,,2024-11-14 23:20:31,2024-12-11 22:39:44,app_ad_interstitial_impression,"{""country_code"":""null"",""impression_id"":""6af36b6d-5af5-4b30-a6ee-1709278cf0cd"",""precision"":""3"",""format"":""inter"",""currency"":""USD"",""source"":""AdMob"",""value"":""0.002834"",""unit_id"":""ca-app-pub-6560243855553100\/9297691233""}",,USD,,,,,SDK,,,,,,,,,,,,EU,UA,12,Dnipro,49057,None,46.219.135.95,,,русский,1731626429289-263082456695547328,a2db2d8b-29a5-4e67-9cfe-bc4a5316d74e,,00000000-0000-0000-0000-000000000000,,,,mobile_phone,android,11,3.4.2,v6.12.4,com.binibambini.drawingforgirls,Drawing for Girls GP,false,,true,,,,Dalvik/2.1.0 (Linux; U; Android 11; M2006C3LG Build/RP1A.200720.011),,,Redmi::M2006C3LG
,,2024-11-14 23:20:31,2024-12-11 22:35:58,app_ad_interstitial_impression,"{""country_code"":""null"",""impression_id"":""51e5141f-b9d8-4e25-a6b4-2724a29b8f9a"",""precision"":""3"",""format"":""inter"",""currency"":""USD"",""source"":""AdMob"",""value"":""0.002979"",""unit_id"":""ca-app-pub-6560243855553100\/9297691233""}",,USD,,,,,SDK,,,,,,,,,,,,EU,UA,12,Dnipro,49057,None,46.219.135.95,,,русский,1731626429289-263082456695547328,a2db2d8b-29a5-4e67-9cfe-bc4a5316d74e,,00000000-0000-0000-0000-000000000000,,,,mobile_phone,android,11,3.4.2,v6.12.4,com.binibambini.drawingforgirls,Drawing for Girls GP,false,,true,,,,Dalvik/2.1.0 (Linux; U; Android 11; M2006C3LG Build/RP1A.200720.011),,,Redmi::M2006C3LG
,,2024-11-14 23:20:31,2024-12-11 22:35:02,app_ad_banner_impression,"{""country_code"":""null"",""impression_id"":""442b8ac6-35a6-458d-a1b5-b94d692729e6"",""precision"":""3"",""format"":""banner"",""currency"":""USD"",""source"":""AdMob"",""value"":""0.00123"",""unit_id"":""ca-app-pub-6560243855553100\/6439899818""}",,USD,,,,,SDK,,,,,,,,,,,,EU,UA,12,Dnipro,49057,None,46.219.135.95,,,русский,1731626429289-263082456695547328,a2db2d8b-29a5-4e67-9cfe-bc4a5316d74e,,00000000-0000-0000-0000-000000000000,,,,mobile_phone,android,11,3.4.2,v6.12.4,com.binibambini.drawingforgirls,Drawing for Girls GP,false,,true,,,,Dalvik/2.1.0 (Linux; U; Android 11; M2006C3LG Build/RP1A.200720.011),,,Redmi::M2006C3LG
,,2024-11-14 23:20:31,2024-12-11 22:33:59,app_ad_banner_impression,"{""country_code"":""null"",""impression_id"":""231065fb-6950-4aef-a78a-d52f7bc01228"",""precision"":""3"",""format"":""banner"",""currency"":""USD"",""source"":""AdMob"",""value"":""0.001231"",""unit_id"":""ca-app-pub-6560243855553100\/6439899818""}",,USD,,,,,SDK,,,,,,,,,,,,EU,UA,12,Dnipro,49057,None,46.219.135.95,,,русский,1731626429289-263082456695547328,a2db2d8b-29a5-4e67-9cfe-bc4a5316d74e,,00000000-0000-0000-0000-000000000000,,,,mobile_phone,android,11,3.4.2,v6.12.4,com.binibambini.drawingforgirls,Drawing for Girls GP,false,,true,,,,Dalvik/2.1.0 (Linux; U; Android 11; M2006C3LG Build/RP1A.200720.011),,,Redmi::M2006C3LG
,,2024-11-14 23:20:31,2024-12-11 22:33:39,app_ad_interstitial_impression,"{""country_code"":""null"",""impression_id"":""7a31cae4-0614-4cc5-8348-b5ed56c0a77b"",""precision"":""3"",""format"":""inter"",""currency"":""USD"",""source"":""AdMob"",""value"":""0.003114"",""unit_id"":""ca-app-pub-6560243855553100\/9297691233""}",,USD,,,,,SDK,,,,,,,,,,,,EU,UA,12,Dnipro,49057,None,46.219.135.95,,,русский,1731626429289-263082456695547328,a2db2d8b-29a5-4e67-9cfe-bc4a5316d74e,,00000000-0000-0000-0000-000000000000,,,,mobile_phone,android,11,3.4.2,v6.12.4,com.binibambini.drawingforgirls,Drawing for Girls GP,false,,true,,,,Dalvik/2.1.0 (Linux; U; Android 11; M2006C3LG Build/RP1A.200720.011),,,Redmi::M2006C3LG
,,2024-11-14 23:20:31,2024-12-11 22:32:57,app_ad_banner_impression,"{""country_code"":""null"",""impression_id"":""0978050b-3324-4187-89ae-3cdfa3098d09"",""precision"":""3"",""format"":""banner"",""currency"":""USD"",""source"":""AdMob"",""value"":""0.001236"",""unit_id"":""ca-app-pub-6560243855553100\/6439899818""}",,USD,,,,,SDK,,,,,,,,,,,,EU,UA,12,Dnipro,49057,None,46.219.135.95,,,русский,1731626429289-263082456695547328,a2db2d8b-29a5-4e67-9cfe-bc4a5316d74e,,00000000-0000-0000-0000-000000000000,,,,mobile_phone,android,11,3.4.2,v6.12.4,com.binibambini.drawingforgirls,Drawing for Girls GP,false,,true,,,,Dalvik/2.1.0 (Linux; U; Android 11; M2006C3LG Build/RP1A.200720.011),,,Redmi::M2006C3LG
,,2024-11-14 23:20:31,2024-12-11 22:31:54,app_ad_banner_impression,"{""country_code"":""null"",""impression_id"":""209bd36c-955a-4bb4-af22-21d908c2ac87"",""precision"":""3"",""format"":""banner"",""currency"":""USD"",""source"":""AdMob"",""value"":""0.002026"",""unit_id"":""ca-app-pub-6560243855553100\/6439899818""}",,USD,,,,,SDK,,,,,,,,,,,,EU,UA,12,Dnipro,49057,None,46.219.135.95,,,русский,1731626429289-263082456695547328,a2db2d8b-29a5-4e67-9cfe-bc4a5316d74e,,00000000-0000-0000-0000-000000000000,,,,mobile_phone,android,11,3.4.2,v6.12.4,com.binibambini.drawingforgirls,Drawing for Girls GP,false,,true,,,,Dalvik/2.1.0 (Linux; U; Android 11; M2006C3LG Build/RP1A.200720.011),,,Redmi::M2006C3LG
